County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
Suffolk,Quogue Vg PD,2021,12,15,0,0,0,0,0,15,3,9,3,Non-New York City
Suffolk,Riverhead Town PD,2021,12,761,38,0,2,15,21,723,35,676,12,Non-New York City
Suffolk,Sag Harbor Vg PD,2021,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Suffolk,Shelter Island Town PD,2021,12,27,1,0,1,0,0,26,1,24,1,Non-New York City
Suffolk,Southampton Town PD,2021,12,492,50,0,8,5,37,442,23,371,48,Non-New York City
Suffolk,Southampton Vg PD,2021,12,35,0,0,0,0,0,35,0,32,3,Non-New York City
Suffolk,Southold Town PD,2021,12,220,21,0,7,3,11,199,16,175,8,Non-New York City
Suffolk,Suffolk County MTA,2021,12,35,8,0,0,3,5,27,2,24,1,Non-New York City
Suffolk,Suffolk County Park PD,2021,12,30,1,0,1,0,0,29,1,28,0,Non-New York City
Suffolk,Suffolk County PD,2021,12,15131,1289,32,206,256,795,13842,741,11985,1116,Non-New York City
Suffolk,Suffolk County Sheriff,2021,12,28,24,0,0,0,24,4,1,0,3,Non-New York City
Suffolk,Suffolk County State Police,2021,12,38,12,1,9,0,2,26,0,21,5,Non-New York City
Suffolk,SUNY Police - Farmingdale,2021,12,12,1,0,1,0,0,11,0,11,0,Non-New York City
Suffolk,SUNY Police - Stony Brook,2021,12,63,1,0,0,0,1,62,3,58,1,Non-New York City
Suffolk,Westhampton Beach Vg PD,2021,12,22,3,0,0,0,3,19,3,10,6,Non-New York City
Sullivan,County Total,2021,,917,131,3,40,14,74,786,140,597,49,Non-New York City
Sullivan,Fallsburg Town PD,2021,11,46,7,0,1,0,6,39,6,29,4,Non-New York City
Sullivan,Liberty Vg PD,2021,12,161,17,0,2,5,10,144,38,100,6,Non-New York City
Sullivan,Monticello Vg PD,2021,12,127,20,0,1,2,17,107,21,77,9,Non-New York City
Sullivan,Sullivan County Sheriff,2021,12,252,16,0,3,2,11,236,20,205,11,Non-New York City
Sullivan,Sullivan County State Police,2021,12,323,70,3,33,5,29,253,55,179,19,Non-New York City
Sullivan,Woodridge Vg PD,2021,12,8,1,0,0,0,1,7,0,7,0,Non-New York City
Tioga,County Total,2021,,420,57,0,23,9,25,363,96,244,23,Non-New York City
Tioga,Owego Vg PD,2021,12,185,22,0,6,6,10,163,52,106,5,Non-New York City
Tioga,Tioga County Sheriff,2021,12,147,22,0,7,3,12,125,23,93,9,Non-New York City
Tioga,Tioga County State Police,2021,12,83,13,0,10,0,3,70,20,42,8,Non-New York City
Tioga,Waverly Vg PD,2021,10,5,0,0,0,0,0,5,1,3,1,Non-New York City
Tompkins,Cayuga Heights Vg PD,2021,12,17,1,0,0,0,1,16,3,13,0,Non-New York City
Tompkins,Cornell University Police,2021,12,173,5,0,4,1,0,168,13,152,3,Non-New York City
Tompkins,County Total,2021,,1976,177,4,53,21,99,1799,180,1550,69,Non-New York City
Tompkins,Dryden Vg PD,2021,12,65,6,0,0,1,5,59,13,45,1,Non-New York City
Tompkins,Groton Vg PD,2021,12,18,3,0,1,0,2,15,3,12,0,Non-New York City
Tompkins,Ithaca City PD,2021,12,1302,109,3,11,19,76,1193,102,1038,53,Non-New York City
Tompkins,Ithaca College PD,2021,12,53,10,0,10,0,0,43,5,37,1,Non-New York City
Tompkins,Tompkins County Park PD,2021,12,11,0,0,0,0,0,11,0,11,0,Non-New York City
Tompkins,Tompkins County Sheriff,2021,2,47,0,0,0,0,0,47,4,40,3,Non-New York City
Tompkins,Tompkins County State Police,2021,12,275,43,1,27,0,15,232,34,191,7,Non-New York City
Tompkins,Trumansburg Vg PD,2021,12,15,0,0,0,0,0,15,3,11,1,Non-New York City
Ulster,County Total,2021,,1700,238,3,69,27,139,1462,119,1260,83,Non-New York City
Ulster,Kingston City PD,2021,12,546,74,1,12,16,45,472,41,400,31,Non-New York City
Ulster,Lloyd Town PD,2021,12,123,4,0,0,0,4,119,3,114,2,Non-New York City
Ulster,Marlborough Town PD,2021,12,30,4,0,0,1,3,26,1,17,8,Non-New York City
Ulster,New Paltz Town and Vg PD,2021,9,86,7,0,1,1,5,79,2,73,4,Non-New York City
Ulster,Plattekill Town PD,2021,12,28,1,0,0,0,1,27,1,26,0,Non-New York City
Ulster,Rosendale Town PD,2021,12,19,1,0,0,0,1,18,2,15,1,Non-New York City
Ulster,Saugerties Town PD,2021,12,154,22,0,4,2,16,132,21,103,8,Non-New York City
Ulster,Shandaken Town PD,2021,12,19,2,0,0,0,2,17,1,16,0,Non-New York City
Ulster,Shawangunk Town PD,2021,12,29,3,0,0,0,3,26,2,24,0,Non-New York City
Ulster,SUNY Police - New Paltz,2021,12,24,3,0,2,1,0,21,0,21,0,Non-New York City
Ulster,Ulster County Sheriff,2021,12,127,14,0,1,0,13,113,11,95,7,Non-New York City
Ulster,Ulster County State Police,2021,12,383,97,0,49,5,43,286,26,245,15,Non-New York City
Ulster,Ulster Regional Gang Enforcement Narcotics Team,2021,12,1,1,1,0,0,0,0,0,0,0,Non-New York City
Ulster,Ulster Town PD,2021,12,100,5,1,0,1,3,95,6,82,7,Non-New York City
Ulster,Woodstock Town PD,2021,12,31,0,0,0,0,0,31,2,29,0,Non-New York City
Warren,Bolton Town PD,2021,12,1,0,0,0,0,0,1,1,0,0,Non-New York City
Warren,County Total,2021,,920,66,0,42,4,20,854,72,757,25,Non-New York City
Warren,Glens Falls City PD,2021,12,172,20,0,10,0,10,152,16,126,10,Non-New York City
Warren,Warren County Sheriff,2021,12,491,21,0,12,3,6,470,42,416,12,Non-New York City
Warren,Warren County State Police,2021,12,256,25,0,20,1,4,231,13,215,3,Non-New York City
Washington,Cambridge Vg PD,2021,12,12,1,0,1,0,0,11,0,11,0,Non-New York City
Washington,County Total,2021,,328,66,1,32,4,29,262,33,211,18,Non-New York City
Washington,Fort Edward Vg PD,2021,12,3,1,1,0,0,0,2,0,1,1,Non-New York City
Washington,Granville Vg PD,2021,12,13,2,0,2,0,0,11,0,11,0,Non-New York City
Washington,Greenwich Vg PD,2021,12,6,1,0,1,0,0,5,1,4,0,Non-New York City
Washington,Hudson Falls Vg PD,2021,12,25,7,0,0,1,6,18,1,17,0,Non-New York City
Washington,Washington County Sheriff,2021,12,97,17,0,9,1,7,80,13,62,5,Non-New York City
Washington,Washington County State Police,2021,12,126,27,0,15,2,10,99,10,78,11,Non-New York City
Washington,Whitehall Vg PD,2021,12,46,10,0,4,0,6,36,8,27,1,Non-New York City
Wayne,Clyde Vg PD,2021,12,17,1,0,0,0,1,16,5,11,0,Non-New York City
Wayne,County Total,2021,,1210,186,3,76,19,88,1024,137,810,77,Non-New York City
Wayne,Macedon Town and Vg PD,2021,12,93,9,0,6,0,3,84,12,69,3,Non-New York City
